Lea State,LEA,School State,School,ID,Year,Category,Sex,American Indian or Alaska Native,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total (IDEA),SWD (Section 504 only),Total,LEP
WI,Racine Unified School District,WI,Wadewitz Elementary,551236001642,2015,SWD: Expulsions without educational services,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Wadewitz Elementary,551236001642,2015,SWD: Expulsions without educational services,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Wadewitz Elementary,551236001642,2015,SWD: Expulsions under zero-tolerance policies,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Wadewitz Elementary,551236001642,2015,SWD: Expulsions under zero-tolerance policies,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Wadewitz Elementary,551236001642,2015,SWD: Transferred to Alternative School,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Wadewitz Elementary,551236001642,2015,SWD: Transferred to Alternative School,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Wadewitz Elementary,551236001642,2015,SWD: Referral to law enforcement,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Wadewitz Elementary,551236001642,2015,SWD: Referral to law enforcement,F,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,2.00,0.00
WI,Racine Unified School District,WI,Wadewitz Elementary,551236001642,2015,SWD: School-related arrest,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Wadewitz Elementary,551236001642,2015,SWD: School-related arrest,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Wadewitz Elementary,551236001642,2015,SWOD: Corporal punishment,M,0,0,0,0,0,0,0,,,0,0
WI,Racine Unified School District,WI,Wadewitz Elementary,551236001642,2015,SWOD: Corporal punishment,F,0,0,0,0,0,0,0,,,0,0
WI,Racine Unified School District,WI,Wadewitz Elementary,551236001642,2015,SWOD: Students receiving one or more in-school suspensions,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Wadewitz Elementary,551236001642,2015,SWOD: Students receiving one or more in-school suspensions,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Wadewitz Elementary,551236001642,2015,SWOD: Students receiving only one out-of-school suspension,M,0.00,0.00,0.00,8.00,5.00,0.00,0.00,,,13.00,5.00
WI,Racine Unified School District,WI,Wadewitz Elementary,551236001642,2015,SWOD: Students receiving only one out-of-school suspension,F,0.00,0.00,0.00,0.00,2.00,0.00,0.00,,,2.00,0.00
WI,Racine Unified School District,WI,Wadewitz Elementary,551236001642,2015,SWOD: Students receiving more than one out-of-school suspension,M,0.00,0.00,0.00,2.00,2.00,0.00,2.00,,,6.00,2.00
WI,Racine Unified School District,WI,Wadewitz Elementary,551236001642,2015,SWOD: Students receiving more than one out-of-school suspension,F,0.00,0.00,0.00,0.00,2.00,0.00,0.00,,,2.00,0.00
WI,Racine Unified School District,WI,Wadewitz Elementary,551236001642,2015,SWOD: Expulsions with educational services,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Wadewitz Elementary,551236001642,2015,SWOD: Expulsions with educational services,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Wadewitz Elementary,551236001642,2015,SWOD: Expulsions without educational services,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Wadewitz Elementary,551236001642,2015,SWOD: Expulsions without educational services,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Wadewitz Elementary,551236001642,2015,SWOD: Expulsions under zero-tolerance policies,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Wadewitz Elementary,551236001642,2015,SWOD: Expulsions under zero-tolerance policies,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Wadewitz Elementary,551236001642,2015,SWOD: Transferred to Alternative School,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Wadewitz Elementary,551236001642,2015,SWOD: Transferred to Alternative School,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Wadewitz Elementary,551236001642,2015,SWOD: Referral to law enforcement,M,0.00,0.00,0.00,2.00,2.00,0.00,0.00,,,4.00,0.00
WI,Racine Unified School District,WI,Wadewitz Elementary,551236001642,2015,SWOD: Referral to law enforcement,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Wadewitz Elementary,551236001642,2015,SWOD: School-related arrest,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Wadewitz Elementary,551236001642,2015,SWOD: School-related arrest,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Wadewitz Elementary,551236001642,2015,Total enrollment,M,2.00,0.00,2.00,119.00,98.00,65.00,17.00,,,303.00,89.00
WI,Racine Unified School District,WI,Wadewitz Elementary,551236001642,2015,Total enrollment,F,2.00,0.00,0.00,128.00,77.00,50.00,14.00,,,271.00,86.00
WI,Racine Unified School District,WI,Mitchell Elementary,551236001632,2015,SWD: Corporal punishment,M,0,0,0,0,0,0,0,0,0,0,0
WI,Racine Unified School District,WI,Mitchell Elementary,551236001632,2015,SWD: Corporal punishment,F,0,0,0,0,0,0,0,0,0,0,0
WI,Racine Unified School District,WI,Mitchell Elementary,551236001632,2015,SWD: Students receiving one or more in-school suspensions,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Mitchell Elementary,551236001632,2015,SWD: Students receiving one or more in-school suspensions,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Mitchell Elementary,551236001632,2015,SWD: Students receiving only one out-of-school suspension,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Mitchell Elementary,551236001632,2015,SWD: Students receiving only one out-of-school suspension,F,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00
WI,Racine Unified School District,WI,Mitchell Elementary,551236001632,2015,SWD: Students receiving more than one out-of-school suspension,M,0.00,0.00,0.00,2.00,0.00,2.00,2.00,6.00,0.00,6.00,0.00
WI,Racine Unified School District,WI,Mitchell Elementary,551236001632,2015,SWD: Students receiving more than one out-of-school suspension,F,0.00,0.00,0.00,0.00,5.00,2.00,0.00,7.00,0.00,7.00,0.00
WI,Racine Unified School District,WI,Mitchell Elementary,551236001632,2015,SWD: Expulsions with educational services,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Mitchell Elementary,551236001632,2015,SWD: Expulsions with educational services,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Mitchell Elementary,551236001632,2015,SWD: Expulsions without educational services,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Mitchell Elementary,551236001632,2015,SWD: Expulsions without educational services,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Mitchell Elementary,551236001632,2015,SWD: Expulsions under zero-tolerance policies,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Mitchell Elementary,551236001632,2015,SWD: Expulsions under zero-tolerance policies,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Mitchell Elementary,551236001632,2015,SWD: Transferred to Alternative School,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Mitchell Elementary,551236001632,2015,SWD: Transferred to Alternative School,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Mitchell Elementary,551236001632,2015,SWD: Referral to law enforcement,M,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00
WI,Racine Unified School District,WI,Mitchell Elementary,551236001632,2015,SWD: Referral to law enforcement,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Mitchell Elementary,551236001632,2015,SWD: School-related arrest,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Mitchell Elementary,551236001632,2015,SWD: School-related arrest,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,Mitchell Elementary,551236001632,2015,SWOD: Corporal punishment,M,0,0,0,0,0,0,0,,,0,0
WI,Racine Unified School District,WI,Mitchell Elementary,551236001632,2015,SWOD: Corporal punishment,F,0,0,0,0,0,0,0,,,0,0
WI,Racine Unified School District,WI,Mitchell Elementary,551236001632,2015,SWOD: Students receiving one or more in-school suspensions,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Mitchell Elementary,551236001632,2015,SWOD: Students receiving one or more in-school suspensions,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Mitchell Elementary,551236001632,2015,SWOD: Students receiving only one out-of-school suspension,M,0.00,0.00,0.00,2.00,2.00,2.00,2.00,,,8.00,2.00
WI,Racine Unified School District,WI,Mitchell Elementary,551236001632,2015,SWOD: Students receiving only one out-of-school suspension,F,0.00,0.00,0.00,2.00,2.00,2.00,0.00,,,6.00,0.00
WI,Racine Unified School District,WI,Mitchell Elementary,551236001632,2015,SWOD: Students receiving more than one out-of-school suspension,M,0.00,0.00,0.00,2.00,2.00,5.00,0.00,,,9.00,2.00
WI,Racine Unified School District,WI,Mitchell Elementary,551236001632,2015,SWOD: Students receiving more than one out-of-school suspension,F,0.00,0.00,0.00,0.00,2.00,2.00,2.00,,,6.00,0.00
WI,Racine Unified School District,WI,Mitchell Elementary,551236001632,2015,SWOD: Expulsions with educational services,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Mitchell Elementary,551236001632,2015,SWOD: Expulsions with educational services,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Mitchell Elementary,551236001632,2015,SWOD: Expulsions without educational services,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Mitchell Elementary,551236001632,2015,SWOD: Expulsions without educational services,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Mitchell Elementary,551236001632,2015,SWOD: Expulsions under zero-tolerance policies,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Mitchell Elementary,551236001632,2015,SWOD: Expulsions under zero-tolerance policies,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Mitchell Elementary,551236001632,2015,SWOD: Transferred to Alternative School,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Mitchell Elementary,551236001632,2015,SWOD: Transferred to Alternative School,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Mitchell Elementary,551236001632,2015,SWOD: Referral to law enforcement,M,0.00,0.00,0.00,0.00,0.00,2.00,0.00,,,2.00,0.00
WI,Racine Unified School District,WI,Mitchell Elementary,551236001632,2015,SWOD: Referral to law enforcement,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Mitchell Elementary,551236001632,2015,SWOD: School-related arrest,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Mitchell Elementary,551236001632,2015,SWOD: School-related arrest,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,Mitchell Elementary,551236001632,2015,Total enrollment,M,0.00,2.00,0.00,92.00,44.00,68.00,11.00,,,217.00,65.00
WI,Racine Unified School District,WI,Mitchell Elementary,551236001632,2015,Total enrollment,F,0.00,0.00,0.00,74.00,59.00,56.00,11.00,,,200.00,50.00
WI,Racine Unified School District,WI,McKinley Middle,551236001631,2015,SWD: Corporal punishment,M,0,0,0,0,0,0,0,0,0,0,0
WI,Racine Unified School District,WI,McKinley Middle,551236001631,2015,SWD: Corporal punishment,F,0,0,0,0,0,0,0,0,0,0,0
WI,Racine Unified School District,WI,McKinley Middle,551236001631,2015,SWD: Students receiving one or more in-school suspensions,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,McKinley Middle,551236001631,2015,SWD: Students receiving one or more in-school suspensions,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,McKinley Middle,551236001631,2015,SWD: Students receiving only one out-of-school suspension,M,0.00,0.00,0.00,2.00,8.00,5.00,0.00,15.00,0.00,15.00,2.00
WI,Racine Unified School District,WI,McKinley Middle,551236001631,2015,SWD: Students receiving only one out-of-school suspension,F,0.00,0.00,0.00,2.00,5.00,2.00,2.00,11.00,0.00,11.00,0.00
WI,Racine Unified School District,WI,McKinley Middle,551236001631,2015,SWD: Students receiving more than one out-of-school suspension,M,0.00,0.00,0.00,5.00,26.00,5.00,0.00,36.00,2.00,38.00,2.00
WI,Racine Unified School District,WI,McKinley Middle,551236001631,2015,SWD: Students receiving more than one out-of-school suspension,F,0.00,0.00,0.00,5.00,8.00,0.00,0.00,13.00,0.00,13.00,2.00
WI,Racine Unified School District,WI,McKinley Middle,551236001631,2015,SWD: Expulsions with educational services,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,McKinley Middle,551236001631,2015,SWD: Expulsions with educational services,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,McKinley Middle,551236001631,2015,SWD: Expulsions without educational services,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,McKinley Middle,551236001631,2015,SWD: Expulsions without educational services,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,McKinley Middle,551236001631,2015,SWD: Expulsions under zero-tolerance policies,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,McKinley Middle,551236001631,2015,SWD: Expulsions under zero-tolerance policies,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,McKinley Middle,551236001631,2015,SWD: Transferred to Alternative School,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,McKinley Middle,551236001631,2015,SWD: Transferred to Alternative School,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,McKinley Middle,551236001631,2015,SWD: Referral to law enforcement,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,McKinley Middle,551236001631,2015,SWD: Referral to law enforcement,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,McKinley Middle,551236001631,2015,SWD: School-related arrest,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,McKinley Middle,551236001631,2015,SWD: School-related arrest,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,McKinley Middle,551236001631,2015,SWOD: Corporal punishment,M,0,0,0,0,0,0,0,,,0,0
WI,Racine Unified School District,WI,McKinley Middle,551236001631,2015,SWOD: Corporal punishment,F,0,0,0,0,0,0,0,,,0,0
WI,Racine Unified School District,WI,McKinley Middle,551236001631,2015,SWOD: Students receiving one or more in-school suspensions,M,0.00,0.00,0.00,8.00,14.00,5.00,2.00,,,29.00,5.00
WI,Racine Unified School District,WI,McKinley Middle,551236001631,2015,SWOD: Students receiving one or more in-school suspensions,F,0.00,0.00,0.00,8.00,14.00,2.00,0.00,,,24.00,5.00
WI,Racine Unified School District,WI,McKinley Middle,551236001631,2015,SWOD: Students receiving only one out-of-school suspension,M,2.00,0.00,0.00,11.00,17.00,11.00,2.00,,,43.00,2.00
WI,Racine Unified School District,WI,McKinley Middle,551236001631,2015,SWOD: Students receiving only one out-of-school suspension,F,0.00,0.00,0.00,8.00,17.00,5.00,2.00,,,32.00,0.00
WI,Racine Unified School District,WI,McKinley Middle,551236001631,2015,SWOD: Students receiving more than one out-of-school suspension,M,0.00,0.00,0.00,2.00,17.00,5.00,2.00,,,26.00,2.00
WI,Racine Unified School District,WI,McKinley Middle,551236001631,2015,SWOD: Students receiving more than one out-of-school suspension,F,0.00,0.00,0.00,2.00,14.00,5.00,2.00,,,23.00,2.00
WI,Racine Unified School District,WI,McKinley Middle,551236001631,2015,SWOD: Expulsions with educational services,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,McKinley Middle,551236001631,2015,SWOD: Expulsions with educational services,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,McKinley Middle,551236001631,2015,SWOD: Expulsions without educational services,M,0.00,0.00,0.00,0.00,2.00,0.00,0.00,,,2.00,0.00
WI,Racine Unified School District,WI,McKinley Middle,551236001631,2015,SWOD: Expulsions without educational services,F,0.00,0.00,0.00,0.00,0.00,2.00,0.00,,,2.00,0.00
WI,Racine Unified School District,WI,McKinley Middle,551236001631,2015,SWOD: Expulsions under zero-tolerance policies,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,McKinley Middle,551236001631,2015,SWOD: Expulsions under zero-tolerance policies,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,McKinley Middle,551236001631,2015,SWOD: Transferred to Alternative School,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,McKinley Middle,551236001631,2015,SWOD: Transferred to Alternative School,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,McKinley Middle,551236001631,2015,SWOD: Referral to law enforcement,M,0.00,0.00,0.00,0.00,2.00,0.00,0.00,,,2.00,0.00
WI,Racine Unified School District,WI,McKinley Middle,551236001631,2015,SWOD: Referral to law enforcement,F,0.00,0.00,0.00,2.00,0.00,2.00,0.00,,,4.00,2.00
WI,Racine Unified School District,WI,McKinley Middle,551236001631,2015,SWOD: School-related arrest,M,0.00,0.00,0.00,0.00,2.00,0.00,0.00,,,2.00,0.00
WI,Racine Unified School District,WI,McKinley Middle,551236001631,2015,SWOD: School-related arrest,F,0.00,0.00,0.00,0.00,0.00,2.00,0.00,,,2.00,0.00
WI,Racine Unified School District,WI,McKinley Middle,551236001631,2015,Total enrollment,M,5.00,5.00,0.00,83.00,104.00,140.00,11.00,,,348.00,32.00
WI,Racine Unified School District,WI,McKinley Middle,551236001631,2015,Total enrollment,F,0.00,5.00,0.00,104.00,113.00,134.00,14.00,,,370.00,26.00
WI,Racine Unified School District,WI,O Brown Elementary,551236001605,2015,SWD: Corporal punishment,M,0,0,0,0,0,0,0,0,0,0,0
WI,Racine Unified School District,WI,O Brown Elementary,551236001605,2015,SWD: Corporal punishment,F,0,0,0,0,0,0,0,0,0,0,0
WI,Racine Unified School District,WI,O Brown Elementary,551236001605,2015,SWD: Students receiving one or more in-school suspensions,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,O Brown Elementary,551236001605,2015,SWD: Students receiving one or more in-school suspensions,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,O Brown Elementary,551236001605,2015,SWD: Students receiving only one out-of-school suspension,M,0.00,0.00,0.00,0.00,2.00,2.00,0.00,4.00,0.00,4.00,0.00
WI,Racine Unified School District,WI,O Brown Elementary,551236001605,2015,SWD: Students receiving only one out-of-school suspension,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,O Brown Elementary,551236001605,2015,SWD: Students receiving more than one out-of-school suspension,M,0.00,0.00,0.00,0.00,2.00,2.00,0.00,4.00,0.00,4.00,0.00
WI,Racine Unified School District,WI,O Brown Elementary,551236001605,2015,SWD: Students receiving more than one out-of-school suspension,F,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00
WI,Racine Unified School District,WI,O Brown Elementary,551236001605,2015,SWD: Expulsions with educational services,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,O Brown Elementary,551236001605,2015,SWD: Expulsions with educational services,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,O Brown Elementary,551236001605,2015,SWD: Expulsions without educational services,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,O Brown Elementary,551236001605,2015,SWD: Expulsions without educational services,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,O Brown Elementary,551236001605,2015,SWD: Expulsions under zero-tolerance policies,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,O Brown Elementary,551236001605,2015,SWD: Expulsions under zero-tolerance policies,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,O Brown Elementary,551236001605,2015,SWD: Transferred to Alternative School,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,O Brown Elementary,551236001605,2015,SWD: Transferred to Alternative School,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,O Brown Elementary,551236001605,2015,SWD: Referral to law enforcement,M,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,2.00,0.00
WI,Racine Unified School District,WI,O Brown Elementary,551236001605,2015,SWD: Referral to law enforcement,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,O Brown Elementary,551236001605,2015,SWD: School-related arrest,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,O Brown Elementary,551236001605,2015,SWD: School-related arrest,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
WI,Racine Unified School District,WI,O Brown Elementary,551236001605,2015,SWOD: Corporal punishment,M,0,0,0,0,0,0,0,,,0,0
WI,Racine Unified School District,WI,O Brown Elementary,551236001605,2015,SWOD: Corporal punishment,F,0,0,0,0,0,0,0,,,0,0
WI,Racine Unified School District,WI,O Brown Elementary,551236001605,2015,SWOD: Students receiving one or more in-school suspensions,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,O Brown Elementary,551236001605,2015,SWOD: Students receiving one or more in-school suspensions,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,O Brown Elementary,551236001605,2015,SWOD: Students receiving only one out-of-school suspension,M,0.00,0.00,0.00,0.00,2.00,0.00,0.00,,,2.00,0.00
WI,Racine Unified School District,WI,O Brown Elementary,551236001605,2015,SWOD: Students receiving only one out-of-school suspension,F,0.00,0.00,0.00,2.00,0.00,0.00,0.00,,,2.00,0.00
WI,Racine Unified School District,WI,O Brown Elementary,551236001605,2015,SWOD: Students receiving more than one out-of-school suspension,M,0.00,0.00,0.00,0.00,2.00,2.00,0.00,,,4.00,0.00
WI,Racine Unified School District,WI,O Brown Elementary,551236001605,2015,SWOD: Students receiving more than one out-of-school suspension,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,O Brown Elementary,551236001605,2015,SWOD: Expulsions with educational services,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,O Brown Elementary,551236001605,2015,SWOD: Expulsions with educational services,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,O Brown Elementary,551236001605,2015,SWOD: Expulsions without educational services,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,O Brown Elementary,551236001605,2015,SWOD: Expulsions without educational services,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,O Brown Elementary,551236001605,2015,SWOD: Expulsions under zero-tolerance policies,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,O Brown Elementary,551236001605,2015,SWOD: Expulsions under zero-tolerance policies,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,O Brown Elementary,551236001605,2015,SWOD: Transferred to Alternative School,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,O Brown Elementary,551236001605,2015,SWOD: Transferred to Alternative School,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,O Brown Elementary,551236001605,2015,SWOD: Referral to law enforcement,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,O Brown Elementary,551236001605,2015,SWOD: Referral to law enforcement,F,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
WI,Racine Unified School District,WI,O Brown Elementary,551236001605,2015,SWOD: School-related arrest,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00
